init,time,accuracy,precision,recall,fscore
svc,0.406546,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.080900,0.944444,0.962166,0.944444,0.948446
nu_svc,1.293960,0.932660,0.935737,0.932660,0.932959
lin_svc,0.340403,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.339770,0.942761,0.945108,0.942761,0.942691
knn-auto,0.122177,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.105822,0.969697,0.971286,0.969697,0.969738
knn-brute,0.128152,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,1.261760,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,2.904465,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.017318,0.851852,0.855789,0.851852,0.852395
gaussiannb,0.040664,0.090909,0.008264,0.090909,0.015152
multinomianb,0.007678,0.090909,0.008264,0.090909,0.015152
logreg,0.373620,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.019373,0.934343,0.936444,0.934343,0.934802
