version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
f2c200e2d6520cf74f7da8cad9c96cef29e2965d,0.004389,0.400580,0.398501,4.925866,1.826213
e6a464b40eba2d7a013b4982067b0e421765d295,0.004567,0.400580,0.398501,4.925866,1.826213
b8b68e3284b129ddaa6f86213409631eb9c07670,0.003294,0.400580,0.398501,4.925866,1.826213
6cb191cfd88c52f90d6983487011c30129217c15,0.004307,0.400580,0.398501,4.925866,1.826213
de35beab435777bc033da42102ec2c1459235104,0.015814,0.400580,0.398501,4.925866,1.826213
6dab7c5c8a00ac883cb2f6d297d36bad76cf399a,0.024982,0.400580,0.398501,4.925866,1.826213
ae614649d77bbd7fa73e0e8147e3bbbdee5db796,0.050742,0.400580,0.398501,4.925866,1.826213
9d8f3f3996a457a69f368c5b68afd91d07643fe2,0.016479,0.400580,0.398501,4.925866,1.826213
bf1691b69accdbd4117bb51e4c6285e72bc6af6c,0.046124,0.400580,0.398501,4.925866,1.826213
35e54116bf1283dc320b735a827e48853970928e,0.013309,0.400580,0.398501,4.925866,1.826213
5a019b7202fb887506ed6ae2ef1c1716ca9a6f7a,0.016529,0.400580,0.398501,4.925866,1.826213
4ebdb3578d9efe4d46953fecad69a82ed6521acd,0.005142,0.400580,0.398501,4.925866,1.826213
f86622d9cb1a03e8e1f650f840e735998e4e2034,0.022250,0.400580,0.398501,4.925866,1.826213
b9474d02c97b1d950abcbca43e3fa9d8f72441b4,0.034026,0.400580,0.398501,4.925866,1.826213
b9474d02c97b1d950abcbca43e3fa9d8f72441b4,0.016056,0.400580,0.398501,4.925866,1.826213
56ee99c65f86c95e0bf92fe7537be0c970febe39,0.012203,0.400580,0.398501,4.925866,1.826213
56ee99c65f86c95e0bf92fe7537be0c970febe39,0.069456,0.400580,0.398501,4.925866,1.826213
081a5546988e4514afecf00250901f66e29b7543,0.013825,0.400580,0.398501,4.925866,1.826213
ce6a01d7a7539211e827a8962323274ec0166b16,0.049233,0.400580,0.398501,4.925866,1.826213
2cfdc1c5fe6b9364356a74fdbb95fa435a22e051,0.026158,0.400580,0.398501,4.925866,1.826213
a894b2e68087f03ee69012275f980e07db3753f5,0.021479,0.400580,0.398501,4.925866,1.826213
38105780993408e27d8775e4aca8545a6b0a95ba,0.013699,0.400580,0.398501,4.925866,1.826213
13ab4d509aae25e2fe02c47f1bfc13d2eb661e82,0.024160,0.400580,0.398501,4.925866,1.826213
815844ded8e3b9687b33a80aa15e6573044cb4b4,0.050005,0.400580,0.398501,4.925866,1.826213
