version,time,accuracy,precision,recall,fscore
0b7c79b52d280f145a063b61bcd6a928e5817f91,0.398718,0.974747,0.975153,0.974747,0.974804
98f29cc81d79b132818cba8d0d9edbb8c89e8275,0.404960,0.974747,0.975153,0.974747,0.974804
6b405803df521565e4b9a1b72a08d4cfc622287f,0.357712,0.974747,0.975153,0.974747,0.974804
04c7597ada304f15b008afb44b751d9d697b784e,0.405714,0.974747,0.975153,0.974747,0.974804
55af57d0969afe4f1d3eca1bb860f59805b9ac84,0.422678,0.974747,0.975153,0.974747,0.974804
a2cb257f4e4782cb435b02e7616b2e4237c28262,0.352403,0.974747,0.975153,0.974747,0.974804
0f703796fd6c96fb0333c9453ed200bfe497fca5,0.393901,0.974747,0.975153,0.974747,0.974804
2a692665fbfc59c84cbf0688247a70e0fbd9cf98,0.408407,0.974747,0.975153,0.974747,0.974804
1c6c36bff9a3428f0c3f9903c5adb46d44b47601,0.306771,0.974747,0.975153,0.974747,0.974804
bac878f22e05db736e794e0004c13614026e94e9,0.396240,0.974747,0.975153,0.974747,0.974804
bac878f22e05db736e794e0004c13614026e94e9,0.346583,0.974747,0.975153,0.974747,0.974804
33c6635ea23fdaf2960e9ff311c680f8bc2b5da8,0.398687,0.974747,0.975153,0.974747,0.974804
33c6635ea23fdaf2960e9ff311c680f8bc2b5da8,0.330780,0.974747,0.975153,0.974747,0.974804
41ae4c96acb9c8fdded043a8c02bf26e1090aaf1,0.395332,0.974747,0.975153,0.974747,0.974804
ffd1e9aaa921bd01f6aa23d3e29711fddc96b753,0.391898,0.974747,0.975153,0.974747,0.974804
cdebc18b223384447c36dc3a51e05cd9104819c1,0.364773,0.974747,0.975153,0.974747,0.974804
bc6ad64788fadb7119068e402f1d681be949771e,0.396984,0.974747,0.975153,0.974747,0.974804
82502e5b54b7ddd701bb3869dfde7698fbe19009,0.299961,0.974747,0.975153,0.974747,0.974804
260bdb9d9e76f98262ccc38499b91f5d5bf24f02,0.402159,0.974747,0.975153,0.974747,0.974804
63f830ba62446a8a4a7c239e3dd3414b42e5fee1,0.412056,0.974747,0.975153,0.974747,0.974804
0ccdc3a912a3fd128185d05a12c28c77faa504f7,0.411387,0.974747,0.975153,0.974747,0.974804
921deade5111c8351b91bf0a0b8936263c6ea265,0.395044,0.974747,0.975153,0.974747,0.974804
d4f66a0f234776350e36cfd5c172751d2de4d173,0.375026,0.974747,0.975153,0.974747,0.974804
