init,time,accuracy,precision,recall,fscore
svc,0.378647,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.017553,0.944444,0.962166,0.944444,0.948446
nu_svc,1.250673,0.932660,0.935737,0.932660,0.932959
lin_svc,0.379430,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.453718,0.942761,0.945108,0.942761,0.942691
knn-auto,0.167994,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.169466,0.969697,0.971286,0.969697,0.969738
knn-brute,0.131229,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,1.516896,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.808356,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.071624,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.058801,0.794613,0.841574,0.794613,0.797305
logreg,0.419578,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.051669,0.936027,0.937742,0.936027,0.936450
passiveac,0.048571,0.936027,0.937742,0.936027,0.936450
